week,yhat,yhat_lower,yhat_upper
2021-07-27,0.8842452361614117,0.8527979618678226,0.9185270551899145
2021-08-03,0.8819381836088305,0.8465362773322749,0.9166944334016417
2021-08-10,0.8808094592368545,0.8480998630719269,0.9155412545384932
2021-08-17,0.8826484914131852,0.8485163234166861,0.9172383216142471
2021-08-24,0.8864840109194737,0.851558417412047,0.9182555365546929
2021-08-31,0.8891118943714965,0.8557912693295877,0.923939763455354
2021-09-07,0.8882405030527878,0.855727086015944,0.9224491686559738
2021-09-14,0.8847757564604545,0.8494635918474418,0.9172144438602294
2021-09-21,0.8818693049396625,0.8481063284847944,0.9139974668941131
2021-09-28,0.8820221167162108,0.8472259073865516,0.9154677320292298
2021-10-05,0.88534538258255,0.850339381514915,0.9209017278769602
2021-10-12,0.8902381617967693,0.8543349880718814,0.9235857600599394
2021-10-19,0.8949511436562083,0.8625140568038138,0.9305885903558534
2021-10-26,0.8981758144511535,0.8661449083825249,0.9287529270650905
2021-11-02,0.8987714315833328,0.8648103004232363,0.9294453349137912
2021-11-09,0.895965809228517,0.8614850464264243,0.9305546137316598
2021-11-16,0.8902300982615631,0.8563368351733119,0.9230957007217954
2021-11-23,0.8834353011467175,0.8497443039196284,0.9155256626978823
2021-11-30,0.8774241407512369,0.8433640694273836,0.9094751780361108
2021-12-07,0.8722950277443217,0.8378676087276645,0.9067407763433326
2021-12-14,0.8664956454369092,0.832018388295232,0.8996917221621007
2021-12-21,0.8588712132586537,0.8239596452682895,0.8914456796730855
2021-12-28,0.8504259893726498,0.8154739282929092,0.8817281251979986
2022-01-04,0.8438434553614448,0.8104834312910107,0.8770319006318928
2022-01-11,0.8414929209672847,0.8093106617493148,0.872040503708069
2022-01-18,0.8442786278519633,0.8099511179370111,0.8784189348507231
2022-01-25,0.8521655964450209,0.8168404282445336,0.8881430282681896
2022-02-01,0.8646975049413184,0.830429069640544,0.8976059312674597
2022-02-08,0.8799380260141204,0.8473206919584947,0.9118011498631552
2022-02-15,0.8931260062431721,0.8623487319321905,0.9265761376090854
2022-02-22,0.8979871266088401,0.8653079121650334,0.9322926118156667
2022-03-01,0.8911563908600381,0.8558204393693701,0.9230954357043274
2022-03-08,0.8759303103984019,0.8433963034553652,0.9098259888839131
2022-03-15,0.8609315137239009,0.8274587349362413,0.8945088298781778
2022-03-22,0.8538928202799583,0.82122639434386,0.8869879982939707
2022-03-29,0.8559637271344883,0.8216147258362294,0.8878110543118245
2022-04-05,0.8617712791728017,0.8285630479265718,0.8958907664842655
2022-04-12,0.8647998323417375,0.8304253329664033,0.8990026407678969
2022-04-19,0.862595411580436,0.8295719208511313,0.8987115809368885
2022-04-26,0.8572236943594227,0.8235289756958274,0.8906328967573967
2022-05-03,0.8518379555644703,0.8177175440667874,0.8839529137819142
2022-05-10,0.8478125364214604,0.8149415405086256,0.8814001146615071
2022-05-17,0.8450377858649096,0.809245775221922,0.8777450712497302
2022-05-24,0.8436625564750498,0.8102586057276013,0.8789918873930311
2022-05-31,0.8442749727252576,0.8100659185848039,0.8759022161058245
