week,yhat,yhat_lower,yhat_upper
2021-07-27,0.18626775385094566,0.16136119779666752,0.2102226271825929
2021-08-03,0.1797909670461401,0.1549032286261355,0.20426790355530497
2021-08-10,0.18149707022447611,0.1570350373054949,0.2055717739074419
2021-08-17,0.19193965280960773,0.16692949718108854,0.21487754806177672
2021-08-24,0.2070739842941183,0.18459482073756492,0.2312945459422055
2021-08-31,0.22028983928609372,0.19559534450433025,0.24407954210283841
2021-09-07,0.2257606014341951,0.19883838544776591,0.25167263895618497
2021-09-14,0.22179613033448942,0.19752550607568437,0.24791758813616144
2021-09-21,0.21170186842581498,0.185619708824799,0.23581946889546807
2021-09-28,0.2032540832249345,0.17702073686764638,0.2272104149218664
2021-10-05,0.2013548923030839,0.17757413333667946,0.22510009707129633
2021-10-12,0.20413918313020282,0.18047642393859195,0.22866991366865452
2021-10-19,0.2043531648427558,0.17890353337199486,0.2273422754310337
2021-10-26,0.19645040160909552,0.17195961508530203,0.22241383844978044
2021-11-02,0.18234326369861986,0.1578456597357884,0.20471743091463188
2021-11-09,0.17187694122429165,0.14756630424308978,0.19578407868353054
2021-11-16,0.17264331115221004,0.1490135464517447,0.1999570928819473
2021-11-23,0.18325241151954724,0.16027617381874043,0.20806770436819585
2021-11-30,0.19479033356798992,0.17128191910597046,0.21872559577754544
2021-12-07,0.1995987797514971,0.1758115474404984,0.22510548741425798
2021-12-14,0.19809749095903947,0.17298432284772564,0.22274301280860995
2021-12-21,0.19666922165147135,0.17271816466517237,0.2215676617282561
2021-12-28,0.19959953430300342,0.17443054727285798,0.22357270896293613
2022-01-04,0.20442293489836344,0.18084924592198226,0.22663908405564812
2022-01-11,0.20562048132350136,0.18117026785900014,0.23184437680678838
2022-01-18,0.20176481475802102,0.17828332992393045,0.2268151413984201
2022-01-25,0.19744194923180095,0.17215007904121904,0.22390826503378536
2022-02-01,0.1977749499383869,0.17426518391430373,0.2240327864580333
2022-02-08,0.2022123180288932,0.17658359884462013,0.22609404487449372
2022-02-15,0.20498736413126872,0.17900109336959555,0.23014308921841137
2022-02-22,0.20168573594660277,0.17589015743600345,0.2247728345222882
2022-03-01,0.19428745202701123,0.1687001602445065,0.220332674450356
2022-03-08,0.189059736657946,0.16516301164177824,0.21325126658025106
2022-03-15,0.19000312004676836,0.16508539896948038,0.2152280921299256
2022-03-22,0.19555428474321412,0.17071768608165083,0.21948087811410344
2022-03-29,0.20055246421346073,0.17630062437755528,0.2268739318762714
2022-04-05,0.20235724480613423,0.17635166331269297,0.22678832207443644
2022-04-12,0.20227607706317993,0.17645045284373143,0.22624614201837773
2022-04-19,0.20268536508001184,0.1789242727655689,0.2284681142355654
2022-04-26,0.20386186589044653,0.18041508031961362,0.22960958305967064
2022-05-03,0.20428350143233892,0.17995475640759873,0.22805357165477866
2022-05-10,0.20369475067910364,0.17963554903158777,0.22845001882684032
2022-05-17,0.20283850766310352,0.17763136683774045,0.2275353758965919
2022-05-24,0.2030519933634971,0.17776859685582763,0.22932190790364262
2022-05-31,0.20391603663696514,0.1798166611247131,0.22709556639856207
2022-06-07,0.20393134495907297,0.17781704553610092,0.22881402375311885
2022-06-14,0.2028263984801691,0.1778699957449957,0.2276612861445466
2022-06-21,0.20219582188066318,0.1799216954741077,0.22827503134477403
2022-06-28,0.2034217207210206,0.17997478027823047,0.22659862354177887
2022-07-05,0.20491177878155897,0.17924319680599213,0.23105515499745125
2022-07-12,0.20315284923233473,0.17777956199749645,0.22637817839941332
2022-07-19,0.19608209634984047,0.17079806674926026,0.22039487324497523
2022-07-26,0.18585366709483986,0.16102154329088797,0.20942933470170277
2022-08-02,0.17800310586880044,0.15347779103625941,0.20164040564051347
2022-08-09,0.1777384089469221,0.1540462316665521,0.20430695903787832
2022-08-16,0.18647432529718974,0.16094799144892735,0.21104065398184857
2022-08-23,0.2008951232622695,0.1750552845554595,0.22438915521782915
2022-08-30,0.21462534142412573,0.18988187825729225,0.23710711086896616
2022-09-06,0.22143223552542227,0.19790357297581748,0.24643715861063079
2022-09-13,0.21869549189991813,0.19350102354151852,0.2436577916019426
2022-09-20,0.20936846591061495,0.18555559109612987,0.2345280360497431
2022-09-27,0.200394621614312,0.1759717552211088,0.22531954869468773
2022-10-04,0.19751750538538182,0.1726519879696535,0.22099336014635268
2022-10-11,0.2001875897222993,0.17651549089736593,0.22516019724418418
2022-10-18,0.20170089146065082,0.1774004170329799,0.22520096719896132
2022-10-25,0.19560738317919746,0.1708640933389614,0.22072413052705217
2022-11-01,0.1827923245667706,0.15706515848288452,0.20574485321869238
2022-11-08,0.17179920939476814,0.14838328934931017,0.19518322036298527
2022-11-15,0.1712204752780221,0.14560791747109428,0.19552760351172618
2022-11-22,0.18146074908966336,0.15991198568279466,0.20659300043036583
2022-11-29,0.1944183401409241,0.17091298717436676,0.21908263433697686
2022-12-06,0.20151772003048868,0.1792426062271285,0.22682728593813342
2022-12-13,0.20161034263197875,0.17617884945689902,0.22579759148893877
2022-12-20,0.2005473244342905,0.1763086321887572,0.22308153981563475
2022-12-27,0.20354664223605348,0.17928126822289175,0.22708249985941104
2023-01-03,0.2093066378456862,0.18486752260018816,0.23454963220130073
2023-01-10,0.21230633629847984,0.1867454816358216,0.2382250706103883
2023-01-17,0.2100091253789868,0.18594477305537352,0.23509809084484334
2023-01-24,0.206164897762285,0.1822753511236548,0.23123845802629456
2023-01-31,0.20635880864735148,0.18283566710299623,0.22904005139771433
2023-02-07,0.21126181188414994,0.18610849641451685,0.23418625830654993
2023-02-14,0.21561166312884142,0.1893784477190683,0.23869747070641112
2023-02-21,0.21426776280246662,0.19118992558068013,0.24066289380129816
2023-02-28,0.20800178666995062,0.1838902826067073,0.23193447021728766
2023-03-07,0.20276183259872338,0.1808513116178708,0.2268586137077642
2023-03-14,0.20339017566672885,0.17975940643714514,0.22880902326561137
2023-03-21,0.20904600592048933,0.18468435052468546,0.23242387074895438
2023-03-28,0.2149878811504771,0.19033940086755494,0.2391656458739195
2023-04-04,0.21764831153562855,0.19206574490038467,0.24224385271454332
2023-04-11,0.2179922991503326,0.19196842867536673,0.24307271448084186
2023-04-18,0.21850053723476084,0.19300001129046837,0.24311966356343087
2023-04-25,0.2199179139564986,0.1941650097155066,0.2437129848395506
2023-05-02,0.220868335185016,0.19545278361715182,0.24604559345289453
2023-05-09,0.22033515689164318,0.1955145005216817,0.24355526265417363
2023-05-16,0.21923653128317544,0.19496872045263058,0.24414661275776173
2023-05-23,0.21895124007309413,0.19333119640456375,0.24230754441984956
2023-05-30,0.21952817277820072,0.1956896721628239,0.24494501756519735
2023-06-06,0.2194972289580183,0.19637577871613376,0.24396177549998135
2023-06-13,0.21823396181471663,0.19469448524125224,0.2440571853378838
2023-06-20,0.21709627943110807,0.1925839455518965,0.24134632595806435
2023-06-27,0.21762343311095153,0.19264924223312938,0.2419403036457315
2023-07-04,0.21889692483695516,0.193980517981127,0.24460309781705897
