week,yhat,yhat_lower,yhat_upper,model_used
2021-07-27,0.2901654701487547,0.2778838399927605,0.30227903645862814,prophet
2021-08-03,0.2960610775229388,0.2833456105694895,0.30734017576424477,prophet
2021-08-10,0.3045350210145884,0.2941445392886004,0.31682805461311603,prophet
2021-08-17,0.31403543957242264,0.30187588451316094,0.3259856289545715,prophet
2021-08-24,0.3228316617825813,0.3106353398792198,0.334617412076079,prophet
2021-08-31,0.3306147588982407,0.31822307106541137,0.3429983736422826,prophet
2021-09-07,0.3383403505601439,0.32510378907858584,0.3506320079658591,prophet
2021-09-14,0.3465574835452435,0.3342149104097322,0.3583565898483155,prophet
2021-09-21,0.3542367876647329,0.34100454409864245,0.36643376686667684,prophet
2021-09-28,0.3595272775398705,0.34626921979102143,0.37192915268619514,prophet
2021-10-05,0.36163162663120885,0.3498570555540305,0.37462556156191307,prophet
2021-10-12,0.3617222426306366,0.34858902940862097,0.3736873678337862,prophet
2021-10-19,0.3619465219308294,0.3495466089879558,0.3750902567383258,prophet
2021-10-26,0.3636808475796542,0.35249451958882166,0.37600266485121464,prophet
2021-11-02,0.36120650318670355,0.34855581314615014,0.37374973069895073,prophet
2021-11-09,0.3593579871486525,0.3470263212464968,0.3714636161439985,prophet
2021-11-16,0.35765443792929935,0.34578777648170167,0.3697782596121312,prophet
2021-11-23,0.35605435637425525,0.34372822387756957,0.3687841865683046,prophet
2021-11-30,0.35441837952573463,0.34193877684990626,0.3658208144730442,prophet
2021-12-07,0.3523540296537906,0.34004247697937834,0.3649988999244998,prophet
2021-12-14,0.34976781651970057,0.3373960489900315,0.3629530679730325,prophet
2021-12-21,0.34729773585931245,0.33612747636240886,0.3591646207577163,prophet
2021-12-28,0.34584171759210325,0.3330541242086544,0.3584062834573703,prophet
2022-01-04,0.3455816957152514,0.3338984908024835,0.3575897417340977,prophet
2022-01-11,0.3456971437433701,0.33365664125859323,0.3579495171629549,prophet
2022-01-18,0.34520328451683685,0.3329573951306589,0.35695437258364826,prophet
2022-01-25,0.3439903601070208,0.3320389149057741,0.3571285263867369,prophet
2022-02-01,0.3428634103918357,0.33131725768882997,0.3547423101055295,prophet
2022-02-08,0.3425635418321512,0.33052157726162085,0.3548865979934028,prophet
2022-02-15,0.34294042416265424,0.33058384326118245,0.35491838927396757,prophet
2022-02-22,0.3432060988660445,0.33164572596571207,0.3552242501703025,prophet
2022-03-01,0.3428836844387242,0.3301960253045921,0.3553649511434724,prophet
2022-03-08,0.34230586475924746,0.329984897627845,0.35445221749582784,prophet
2022-03-15,0.3421675997969091,0.3298813784724635,0.35383995163574306,prophet
2022-03-22,0.3427792016660954,0.33000967139199316,0.3542067127436202,prophet
2022-03-29,0.3438842274921726,0.3311402689079825,0.3569434654957523,prophet
2022-04-05,0.34507571592027547,0.33253249195126694,0.3577713515648056,prophet
2022-04-12,0.3461492524457994,0.33381454512397424,0.35826157160926275,prophet
2022-04-19,0.34702197596143153,0.33511163245983433,0.35891143521064245,prophet
2022-04-26,0.34756776768648845,0.3360114662461482,0.35961970895068585,prophet
2022-05-03,0.34778665228714356,0.3352081618910597,0.36023522762985277,prophet
2022-05-10,0.34807500751898574,0.33547079817474207,0.36009662909480006,prophet
2022-05-17,0.3490201916436553,0.33687017706349587,0.3612305636085054,prophet
2022-05-24,0.3507357223502158,0.33842372685709926,0.36172205210477565,prophet
2022-05-31,0.35252690056530095,0.3401326306725027,0.3643872632781485,prophet
2022-06-07,0.3534611525506153,0.34164966959652654,0.36512109252623326,prophet
2022-06-14,0.3533034192961227,0.34038642237223066,0.3650881726834612,prophet
2022-06-21,0.3526810090053415,0.34048637742609816,0.3655931928983009,prophet
2022-06-28,0.352033399442736,0.3388100419587074,0.36369879754331547,prophet
2022-07-05,0.35122241251127884,0.33964020475039064,0.36355542113901884,prophet
2022-07-12,0.34941245413545,0.3370215214907538,0.3612086854670429,prophet
2022-07-19,0.34654060508585116,0.33460848771655616,0.3586651685316608,prophet
2022-07-26,0.34399061836014405,0.33179187345795885,0.35575180815954927,prophet
2022-08-02,0.3435975162079423,0.3314252510094336,0.3559122287128963,prophet
2022-08-09,0.34589821668973786,0.3328860707078555,0.35815160661327294,prophet
2022-08-16,0.34957457691638655,0.3368091973933007,0.3617819714931014,prophet
2022-08-23,0.3527809770372162,0.3400337501936521,0.36486080840153556,prophet
2022-08-30,0.35490402914832425,0.34284642397695575,0.3666626692999576,prophet
2022-09-06,0.3567738607775109,0.3445532072845266,0.3683325052179617,prophet
2022-09-13,0.35914170402493123,0.3456229289470497,0.37115603398559743,prophet
2022-09-20,0.3612630759953878,0.34894251934711024,0.3741619396265555,prophet
2022-09-27,0.36130201731812356,0.349432012921266,0.37361590169103176,prophet
2022-10-04,0.3581534425208941,0.34588515800334857,0.36954873716934694,prophet
