week,yhat,yhat_lower,yhat_upper,model_used
2021-07-27,0.08243693451906484,0.043472893394849915,0.12448441695703322,prophet
2021-08-03,0.08001643689475428,0.037867307140537224,0.12033960859933891,prophet
2021-08-10,0.07410105946306203,0.03400483161538138,0.1141037020184226,prophet
2021-08-17,0.06429994290500622,0.02320711377098316,0.10499144966440138,prophet
2021-08-24,0.0540507172566361,0.014975786307606508,0.09687465810949014,prophet
2021-08-31,0.04903792916355838,0.006943121551227645,0.09008047640994168,prophet
2021-09-07,0.05258456629394141,0.01548720124914108,0.09614918796181822,prophet
2021-09-14,0.06242110703064887,0.019376128258937288,0.10175272602598538,prophet
2021-09-21,0.07236723654094802,0.03030445362127579,0.11422872104705051,prophet
2021-09-28,0.07753048532608024,0.03640750146334544,0.11857120539471162,prophet
2021-10-05,0.0780043097440554,0.03777804451776649,0.11939995688496166,prophet
2021-10-12,0.07777526432815901,0.038646648495973185,0.11815748920279771,prophet
2021-10-19,0.08059072713628715,0.0389849734407683,0.12044615688243017,prophet
2021-10-26,0.08720634508158438,0.048513907651841506,0.13207473923020496,prophet
2021-11-02,0.09607246588300508,0.05458883911458686,0.13529980730344762,prophet
2021-11-09,0.10541442582004819,0.06291620061353702,0.1442422863941832,prophet
2021-11-16,0.11377273025828008,0.07107871515667517,0.15700441724573297,prophet
2021-11-23,0.11899343211994383,0.07587135747236955,0.15895868250078296,prophet
2021-11-30,0.11821412269389278,0.07404453127924258,0.16277802491785603,prophet
2021-12-07,0.11011543848731228,0.06706301875319884,0.15225485960137353,prophet
2021-12-14,0.09726428117475039,0.05567126032962198,0.13825473429124016,prophet
2021-12-21,0.08537470361862987,0.04739114522758579,0.12869571985344738,prophet
2021-12-28,0.07939805066315384,0.040071159767712,0.11960706656709409,prophet
2022-01-04,0.08000899347732596,0.038297010118828696,0.12043759622348703,prophet
2022-01-11,0.08387234379437558,0.04431526604837537,0.12572786432121547,prophet
2022-01-18,0.0871554493197125,0.04620744055034777,0.12725182469831306,prophet
2022-01-25,0.08856708667772703,0.046152190325089146,0.13032501302876165,prophet
2022-02-01,0.08922109745811357,0.04549127007071021,0.13129223461067677,prophet
2022-02-08,0.09031984518803302,0.04921652944772728,0.13233312282922666,prophet
2022-02-15,0.09164679121942393,0.049015917726751956,0.13121665794506915,prophet
2022-02-22,0.09222769967111213,0.05196882124286009,0.13371283829349054,prophet
2022-03-01,0.09174401630207066,0.049892753196563146,0.13067313192288094,prophet
2022-03-08,0.09077159328698348,0.0490704510852455,0.1323343380987874,prophet
